"Data Year","Data Year (cat)",Country,Region,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2011,[2011],USA,NC,Female,16,[16],Right-Handed,164,25,161,1,Bus,5,0.406,47,Walking/Hiking,850,968,984,,273,273,25,"Same length",,,,August,Spring,Yes,No,Pizza/Pasta,Tea,Art,6,9,4,"Yes - broadband connection","Text messaging",5,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,CA,Female,17,[17],Right-Handed,165,20,160,1,Car,30,0.31,38,Basketball,700,700,1000,700,500,500,20,"Same length",,,,April,Fall,Yes,No,Breads/Sandwiches,Water,Languages,6,10,3,"Yes - other","Text messaging",0,0,5,2,7,5,15,0,5,4,7,4,0,0,Some,"Graduate degree","Punk rock",Fly,Happy,Other,"International aid"
2014,[2014],USA,TX,Male,17,[17],Right-Handed,183,11,193,2,Car,10,0.312,45,Other,500,500,700,1000,200,1000,11,"Same length",102,106,"Ring finger",March,Winter,No,No,Meat,Water,Music,7,9,3,"Yes - broadband connection","Text messaging",100,99,10,2,0,5,13,10,24,12,10,24,0,1,Some,"Graduate degree",Jazz,Telepathy,Happy,"Business person","Wildlife, animals"
2015,[2015],USA,CA,Female,13,[13],Right-Handed,165,25,165,2,Car,15,0.416,35,Baseball/Softball,465,0,0,,0,0,25,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2013,[2013],USA,HI,Male,17,[17],Right-Handed,173,24,173,1,Car,5,0.72,32,Baseball/Softball,700,800,600,600,1000,1000,25,"Left foot",75,75,"Same length",October,Summer,No,No,Meat,Milk,"Mathematics and statistics",8,6,4,"Yes - broadband connection","Text messaging",0,0,84,1,14,72,28,1,7,10,7,14,0,2,Some,Other,"Rap/Hip hop",Invisibility,Happy,"Sports person","Education/Youth development"
2011,[2011],USA,OH,Male,11,[11],Right-Handed,150,27,150,1,Car,10,0.344,58,Basketball,900,800,500,,200,999,27,"Right foot",100,100,"Same length",May,Fall,Yes,No,Fruit,Water,"Physical education",10,,6,"Yes - broadband connection","In person",0,0,7,1,1,1,3,1,0,1,4,1,0,0,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person","International aid"
2015,[2015],USA,CT,Male,0,,Ambidextrous,168,27,203,1,Bus,15,0.552,53,"Football (American)",1000,1000,1000,1000,503,503,27,"Same length",80,80,"Same length",April,Summer,Yes,Yes,"No favorite","Energy drink",Other,5,,1,"Yes - broadband connection","In person",0,0,4,0,0,5,4,2,0,0,2,4,0,1,"A lot","Graduate degree",Techno/Electronic,Invisibility,Healthy,"Musician or singer",Health
2012,[2012],USA,PA,Male,0,,Right-Handed,188,27.94,186,2,Walk,2,0.186,52,Athletics,750,900,750,750,800,800,28,"Same length",82,91,"Ring finger",September,Summer,No,No,Fruit,Water,"Computers and technology",8,9,5,"Yes - broadband connection","In person",3,4,80,2,18,1,40,15,8,2,40,3,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Healthy,Relative,"Wildlife, animals"
2014,[2014],USA,GU,Male,13,[13],Left-Handed,155,27,170,1,Bus,5,0,75,,1000,1000,1000,1000,0,1000,27,"Same length",70,80,"Ring finger",February,Summer,No,No,Meat,Tea,Science,6,,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,5,2,1,1,23,3,4,2,1,2,3,0,3,"A lot","High school",Other,"Freeze time",Happy,Other,"Education/Youth development"
2010,[2010],USA,PA,Female,15,[15],Right-Handed,165,23,158,2,Bus,30,0.296,30,Tennis,727,599,652,,230,150,24,"Left foot",81,85,"Ring finger",May,Winter,Yes,No,Fruit,Water,Art,6,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,4,7,15,5,8,0,2,2,5,1,0,2,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Friend,Health
2014,[2014],USA,WY,Male,12,[12],Right-Handed,137,29,152,1,Bus,15,0.61,8,Basketball,0,0,0,,0,0,29,"Same length",,,,April,Summer,No,Yes,Other,"Sports drink",Art,10,5,2,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",6,8,0,0,0,0,1,0,0,0,0,0,0,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",
2015,[2015],USA,CO,Female,17,[17],Right-Handed,160,22.09,160,1,Car,15,0.564,73,Walking/Hiking,0,0,0,,0,0,22,"Same length",68,76.2,"Ring finger",November,Summer,No,No,Desserts,Coffee,History,7,8,4,"Yes - other","Text messaging",50,50,10,0,5,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,MS,Female,14,[14],Right-Handed,160,26,160,1,Bus,12,0.447,39,Dancing,700,800,750,800,1000,1000,26,"Same length",85,86,"Ring finger",February,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",5,9,8,"Yes - other","Cell phone",50,60,5,30,5,5,3,2,40,30,40,20,40,15,"A lot","Graduate degree",Gospel,Invisibility,Healthy,"Religious figure","Education/Youth development"
2013,[2013],USA,CA,Female,12,[12],Right-Handed,152,21,162,1,Car,30,0.472,47,Dancing,749,695,599,781,67,78,22,"Left foot",60,70,"Ring finger",June,Summer,No,No,Pizza/Pasta,Water,English,9,10,4,"Yes - broadband connection","In person",4,5,1,0,10,3,3,2,1,0,4,3,0,1,Some,"Undergraduate degree",Pop,"Freeze time",Happy,Actor,"International aid"
2014,[2014],USA,GU,Male,12,[12],Right-Handed,0,9.5,0,1,Car,5,0,65,Baseball/Softball,100,50,800,900,12,300,27,"Left foot",80,80,"Same length",July,Summer,No,No,Seafood,Tea,"Physical education",8,10,7,"Yes - other","Myspace, Facebook, other social networking sites, or blog",12,24,8,1,1,10,3,2,3,3,0,5,0,6,Some,"High school",Reggae,"Super strength",Happy,Relative,Health
2011,[2011],USA,ID,Male,17,[17],Right-Handed,171,26,174,2,Car,18,0.307,0,Golf,960,900,910,,945,1000,25,"Right foot",102,108,"Ring finger",June,Summer,Yes,No,Fruit,Water,Science,7,9,3,"Yes - broadband connection","Text messaging",17,15,8,1,5,1,7,2,11,6,14,12,12,1,Some,"Undergraduate degree","Punk rock",Telepathy,Rich,"Musician or singer",Other
2013,[2013],USA,WI,Female,14,[14],Right-Handed,161,20,168,1,Car,2,0.547,50,Tennis,1,200,200,100,500,600,22,"Left foot",60,60,"Same length",April,Summer,Yes,No,"Rice/Noodle dishes",Milk,"Social studies",7,6,2,"Yes - dial-up connection","Text messaging",300,310,11,8,2,2,2,0,5,10,8,2,2,0,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Wildlife, animals"
2013,[2013],USA,KY,Male,17,[17],Right-Handed,168,25.5,175,1,Car,13,0.335,0,Soccer,100,250,200,225,1000,1000,26,"Left foot",82.55,84.582,"Ring finger",July,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",5,7,12,1,15,7,20,5,1,1,3,6,1,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Other,Health
2014,[2014],USA,NY,Female,12,[12],Right-Handed,160,24,152,1,Car,15,0,50,Dancing,500,300,600,400,800,900,24,"Same length",60,60,"Same length",February,Fall,No,No,Pizza/Pasta,Juice,Art,7,10,6,"Yes - other","Text messaging",205,340,35,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2013,[2013],USA,ID,Female,17,[17],Right-Handed,172,18,172,1,Car,25,0.445,57,Other,1000,1000,1000,1000,50,100,18,"Same length",72,72,"Same length",March,Fall,Yes,Yes,Vegetables,Water,English,7,8,3,"Yes - broadband connection","Cell phone",1,0,1,1,5,10,9,0,2,0,4,0,0,4,Some,"Graduate degree",Other,Telepathy,Healthy,Other,Health
2014,[2014],USA,VA,Male,17,[17],Right-Handed,185,27.5,188,2,Car,10,0.392,24,Swimming,754,775,898,850,1000,1000,26,"Right foot",95,100,"Ring finger",November,Winter,No,No,"Rice/Noodle dishes",Water,Art,6,9,3,"Yes - broadband connection","Internet chat or instant messaging",1,4,6,1,14,5,2,10,25,15,40,2,6,4,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Happy,"Musician or singer",Health
2010,[2010],USA,PA,Male,0,,Left-Handed,188,28,188,2,Car,10,0.318,45,,500,500,500,,800,800,28,"Same length",100,90,"Index finger",September,Summer,No,No,Seafood,"Sports drink",Science,9,11,3,"Yes - broadband connection","Text messaging",110,117,15,1,7,12,10,6,9,16,17,17,2,1,"A lot","Some college","Rap/Hip hop",Telepathy,Happy,"Sports person","Wildlife, animals"
2013,[2013],USA,SC,Female,16,[16],Right-Handed,116,22,164,2,Boat,45,0.773,48,Soccer,672,894,898,789,989,992,22,"Same length",70,80,"Ring finger",December,Fall,No,No,"Rice/Noodle dishes",Water,Science,7,11,4,"Yes - other","Cell phone",15,15,8,1,12,8,0,1,5,5,5,8,2,2,Some,"Graduate degree","Rock and roll",Invisibility,Happy,"Religious figure",Health
2015,[2015],USA,WY,Female,12,[12],Left-Handed,161,22,157,1,Car,12,0,0,,0,0,0,,0,0,22,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,MA,Female,0,,Right-Handed,155,23,182,1,Car,12,0.766,42,Other,800,950,750,750,1000,1000,23,"Right foot",,,,September,Summer,Yes,No,Desserts,Water,English,6,12,4,"Yes - broadband connection","Text messaging",75,75,30,0,30,20,1,15,5,15,8,25,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Teacher,"Education/Youth development"
2014,[2014],USA,IL,Male,12,[12],Left-Handed,159,24,158,1,Walk,5,0.447,36,Tennis,900,550,1000,700,200,300,25,"Left foot",68,64,"Index finger",August,Summer,Yes,No,Pizza/Pasta,Milk,Art,9,10,4,"Yes - other","Text messaging",20,25,14,1,7,4,10,5,4,1,1,7,7,7,"A lot","Graduate degree",Pop,Telepathy,Happy,"Sports person","Education/Youth development"
2010,[2010],USA,PA,Male,17,[17],Right-Handed,195,27,194,2,Bus,5,0.477,46,Basketball,10,10,150,,850,850,27,"Same length",60,70,"Ring finger",August,Summer,No,No,Desserts,Coffee,Languages,7,9,4,"Yes - broadband connection","In person",3,3,30,0,30,15,5,0,15,15,20,20,7,15,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Teacher,"International aid"
2015,[2015],USA,MD,Female,16,[16],Ambidextrous,176,24.5,179,1,Walk,0,0.448,50,Basketball,1000,1000,1000,1000,257,380,25,"Same length",100,100,"Same length",February,Spring,Yes,No,Poultry,"Powdered drink","Computers and technology",4,,2,"Yes - other","Text messaging",350,0,49,1,5,0,2,7,3,4,3,1,0,7,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Musician or singer","Arts, culture, sports"
2014,[2014],USA,IN,Male,17,[17],Left-Handed,175,25,169,1,Car,10,0.74,40,Baseball/Softball,800,500,600,400,500,400,25,"Same length",73,77,"Ring finger",April,Fall,Yes,No,Poultry,Water,History,6,9,3,"Yes - broadband connection","Text messaging",20,100,5,1,12,2,12,2,1,2,3,4,0,2,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Environment
2013,[2013],USA,NJ,Male,17,[17],Ambidextrous,187,30,180,1,Car,5,0.756,52,Baseball/Softball,807,604,75,439,16,43,28,"Right foot",90,110,"Ring finger",September,Spring,Yes,No,Meat,"Soft drink (caffeinated)","Physical education",8,,3,"Yes - broadband connection","Text messaging",2,50,14,1,9,3,15,10,7,5,10,5,0,0,Some,"Some college","Rap/Hip hop",Fly,Rich,"Sports person",Health
2015,[2015],USA,WI,Male,16,[16],Right-Handed,178,27.5,180,2,Bus,17,0.4,50,"Martial Arts",1000,900,699,1000,1000,1000,28,"Left foot",90,93,"Ring finger",March,Summer,Yes,No,Fruit,Juice,Science,8,10,6,"Yes - broadband connection","Text messaging",4,2,12,1,5,1,4,12,0,3,3,6,18,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Health
2012,[2012],USA,PA,Female,11,[11],Right-Handed,141,21.5,136,1,Car,5,0.562,38,Tennis,0,0,0,,642,326,20,"Right foot",65,65,"Same length",May,Summer,Yes,No,Fruit,"Sports drink","Physical education",9,7,6,"Yes - dial-up connection",,90,90,8,5,7,8,4,6,7,10,8,7,0,2,Some,"Graduate degree",Pop,"Super strength",,Relative,"Wildlife, animals"
2010,[2010],USA,CA,Female,17,[17],Right-Handed,160,24,157,2,Bus,14,0.328,35,Lacrosse,999,999,999,,1000,1000,25,"Left foot",70,75,"Ring finger",June,Spring,No,No,Fruit,Water,English,7,9,5,"Yes - other","Text messaging",15,15,25,4,1,10,10,0,8,6,8,8,0,15,"Very little","Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Actor,Health
2013,[2013],USA,AL,Female,16,[16],Right-Handed,160,20.32,160,1,Car,10,0.432,0,Gymnastics,100,100,100,100,100,1000,20,"Same length",70,70,"Same length",April,Summer,No,No,Seafood,Water,Art,9,6,4,"Yes - broadband connection","Text messaging",120,120,20,1,10,20,6,0,3,10,10,10,0,5,"A lot","Graduate degree",Gospel,Fly,Healthy,"Religious figure",Religious
2014,[2014],USA,GU,Male,12,[12],Right-Handed,165,9.5,165,1,Car,15,0.578,72,Basketball,1000,1000,1000,1000,500,1000,23,"Left foot",63.5,63.5,"Same length",November,Summer,No,No,Pizza/Pasta,"Sports drink","Physical education",8,10,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2013,[2013],USA,NC,Female,16,[16],Right-Handed,150,21,150,1,Car,10,0.231,49,Soccer,1000,100,1000,1000,10,10,22,"Left foot",65,70,"Ring finger",April,Summer,No,No,Seafood,Water,Science,8,12,3,"Yes - broadband connection","Text messaging",5,7,6,1,7,9,6,0,1,1,9,8,0,6,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
2015,[2015],USA,PA,Male,11,[11],Right-Handed,147,24,145,1,Bus,10,0.393,54,Running/Jogging,301,310,305,481,807,866,24,"Same length",65,67,"Ring finger",February,Spring,No,No,Pizza/Pasta,Juice,"Physical education",9,10,4,"Yes - broadband connection","In person",0,0,5,0,2,6,5,4,0,0,5,7,0,1,"Very little","Undergraduate degree",Other,Invisibility,Happy,Relative,"Wildlife, animals"
2013,[2013],USA,PA,Female,17,[17],Right-Handed,159,22,156,1,Car,5,0.343,45,Running/Jogging,390,193,235,235,1000,1000,22,"Right foot",85,87,"Ring finger",September,Summer,Yes,No,Breads/Sandwiches,Water,Science,7,9,4,"Yes - broadband connection","Text messaging",200,200,8,1,30,4,7,0,4,14,24,4,3,3,"A lot","Undergraduate degree",Pop,"Super strength",Happy,Relative,Health
2015,[2015],USA,GA,Male,17,[17],Ambidextrous,185,30,150,1,Bus,25,0.42,42,Basketball,500,400,500,500,400,600,30,"Same length",,,,November,Fall,No,No,"No favorite",Juice,Art,7,6,4,"Yes - other","Text messaging",200,0,50,50,2,2,2,1,50,50,50,1,19,5,Some,"Some college","Punk rock","Freeze time",Famous,"Musician or singer","Arts, culture, sports"
2015,[2015],USA,CT,Female,12,[12],Left-Handed,157,22.86,157,1,Bus,45,0.481,36,None,1000,866,1000,1000,5,5,23,"Same length",,,,September,Fall,Yes,No,Other,"Sports drink","Mathematics and statistics",7,12,4,"Yes - other","Text messaging",0,0,72,48,0,0,0,0,0,0,0,0,0,48,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Famous,"Musician or singer","International aid"
2013,[2013],USA,SC,Female,17,[17],Right-Handed,168,25.4,170,1,Bus,50,0.706,44,Other,590,500,500,509,1000,1000,25,"Same length",70,70.4,"Ring finger",March,Spring,Yes,No,Breads/Sandwiches,"Powdered drink",English,5,,5,"Yes - broadband connection","Text messaging",0,0,6,6,10,6,2,1,12,72,76,15,35,40,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Arts, culture, sports"
2011,[2011],USA,VA,Female,17,[17],Right-Handed,171,21,165,1,Car,15,0.453,53,Running/Jogging,655,665,555,,775,885,22,"Left foot",64,70,"Ring finger",March,Spring,No,No,Fruit,Water,Music,7,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,5,5,1,7,5,3,0,7,3,15,0,0,2,"A lot","Undergraduate degree",Other,Telepathy,Happy,Friend,"International aid"
2012,[2012],USA,IN,Male,0,,Right-Handed,183,27,182,1,Car,18,0.288,49,Skateboarding/Rollerblading,750,500,825,,500,500,27,"Same length",90,95,"Ring finger",July,Summer,Yes,No,Meat,"Soft drink (caffeinated)",History,6,10,2,"Yes - broadband connection","Cell phone",55,60,15,2,2,5,5,3,1,2,5,5,20,2,Some,"Some college",Other,Telepathy,Rich,Relative,Environment
2011,[2011],USA,OH,Female,10,[10],Right-Handed,140,20,123,2,Walk,15,0.452,41,Soccer,965,987,958,,878,897,20,"Same length",65,70,"Ring finger",April,Spring,No,,Pizza/Pasta,"Sports drink","Physical education",9,7,6,"Yes - broadband connection","In person",0,0,70,20,20,40,40,25,10,10,23,44,0,5,"Very little","Graduate degree",Pop,"Super strength",Famous,"Sports person",Health
2011,[2011],USA,TX,Female,17,[17],Right-Handed,160,25,160,2,Car,35,0.36,50,Basketball,1000,1000,1000,,700,600,25,"Same length",70,70,"Same length",May,Summer,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,7,2,"Yes - broadband connection","In person",15,15,35,2,5,14,14,0,2,1,2,10,0,2,"Very little","Undergraduate degree",Country,Fly,Happy,Relative,Health
2015,[2015],USA,KS,Female,17,[17],Right-Handed,165,19.05,183,2,Bus,25,0,59,Walking/Hiking,348,963,930,904,626,995,19,"Same length",70,80,"Ring finger",December,Summer,No,No,Meat,Water,English,8,9,4,"Yes - other","Text messaging",30,35,2,0,4,3,0,1,1,9,3,2,0,2,"A lot","Undergraduate degree",Other,Fly,Healthy,Relative,Health
2015,[2015],USA,CA,Female,17,[17],Right-Handed,155,23,152,2,Walk,5,0.581,75,Soccer,460,540,786,818,353,904,24,"Left foot",60,70,"Ring finger",August,Spring,No,No,Seafood,Water,"Mathematics and statistics",8,6,5,"Yes - dial-up connection","Text messaging",80,83,0,2,12,0,6,0,9,0,9,4,0,5,Some,"Graduate degree",Other,Fly,Healthy,Relative,Health
2015,[2015],USA,DE,Male,17,[17],Right-Handed,178,27.9,178,1,Car,20,0.256,55,Baseball/Softball,800,600,700,700,500,900,28,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2013,[2013],USA,NY,Male,17,[17],Right-Handed,176,26,182,2,"Rail (Train/Tram/Subway)",50,0.242,40,Athletics,1000,1000,900,1000,900,900,26,"Same length",90,92,"Ring finger",March,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,5,1,35,30,4,1,10,1,35,5,0,7,"A lot","Graduate degree",Other,Fly,Healthy,"Religious figure","International aid"
2011,[2011],USA,PA,Female,16,[16],Right-Handed,150,22,151,1,Car,2,0.467,43,Swimming,900,100,500,,1000,1000,23,"Left foot",85,75,"Index finger",September,Fall,Yes,Yes,Soups,Water,Science,6,10,3,"Yes - other","Text messaging",200,200,50,1,20,10,10,0,10,24,5,5,20,10,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,Health
2010,[2010],USA,PA,Male,10,[10],Right-Handed,152,22,152,3,Bicycle,2,0,12,"Hockey (Ice)",1000,1000,1000,,0,1000,22,"Same length",,,,July,Summer,No,No,Pizza/Pasta,"Sports drink",Other,0,,3,"No internet connection","Cell phone",70,70,1,1,12,23,24,45,23,23,6,7,6,5,,"Graduate degree","Rap/Hip hop","Super strength",Famous,Other,Other
2010,[2010],USA,GA,Female,0,,Right-Handed,122,25,175,1,Car,10,0.296,0,None,0,0,0,,0,0,26,"Left foot",100,80,"Index finger",November,Fall,No,No,Meat,"Soft drink (caffeinated)",History,10,10,3,"Yes - broadband connection","Text messaging",100,100,1,1,1,1,1,1,1,1,1,1,1,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Friend,"International aid"
2015,[2015],USA,MI,Female,17,[17],Right-Handed,0,23,0,2,Car,6,0.339,54,Dancing,950,1000,600,650,1000,1000,24,"Left foot",75,75,"Same length",April,Fall,Yes,No,Meat,Water,Art,8,7,4,"Yes - broadband connection","Cell phone",122,115,18,1,6,12,15,0,13,14,5,8,15,5,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Friend,Health
2015,[2015],USA,MO,Male,17,[17],Right-Handed,190,32,200,2,Car,8,0,0,Basketball,0,0,0,,0,0,32,"Same length",,,,January,Winter,No,No,Desserts,Water,History,7,9.5,6,"Yes - broadband connection","In person",10,30,12,1,10,10,16,3,7,2,11,11,0,5,Some,"Graduate degree",,Telepathy,Happy,Relative,"Education/Youth development"
2013,[2013],USA,FL,Male,17,[17],Right-Handed,175,26,175,1,Car,19,0.368,45,Athletics,150,150,250,150,150,150,26,"Same length",,,,April,Winter,No,No,Seafood,Tea,Art,8,10,5,"Yes - broadband connection","In person",20,26,80,1,3,40,10,45,2,2,30,1,0,2,"A lot","Graduate degree",Reggae,Fly,Happy,Relative,"Education/Youth development"
2014,[2014],USA,GU,Male,15,[15],Right-Handed,159,25,159,2,Bus,18,0.39,48,"Martial Arts",499,700,900,867,500,1,25,"Same length",80,76.2,"Index finger",March,Summer,No,No,Seafood,Tea,Music,7,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2010,[2010],USA,GA,Male,17,[17],Right-Handed,195,28,195,2,Car,30,0.219,48,Lacrosse,621,516,821,,950,951,29,"Left foot",99,106,"Ring finger",November,Summer,No,No,Seafood,"Soft drink (caffeinated)",Art,7,11,4,"Yes - broadband connection","Cell phone",10,10,65,5,2,10,7,15,3,15,15,25,5,2,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Health
2013,[2013],USA,NC,Female,12,[12],Right-Handed,150,23,153,1,Bus,45,0.323,39,Baseball/Softball,900,700,600,800,0,400,23,"Same length",70,70,"Same length",December,Spring,Yes,No,Seafood,Water,Music,9,8,4,"Yes - broadband connection",E-mail,0,0,0,0,14,4,6,0,0,0,4,5,0,1,"A lot","Graduate degree",Classical,"Super strength",Happy,Actor,Other
2013,[2013],USA,HI,Male,17,[17],Right-Handed,0,0,0,0,,0,0,0,Soccer,0,0,0,,0,0,0,,,,,August,Summer,No,No,Breads/Sandwiches,Water,English,5,8,4,"Yes - other","Text messaging",200,200,10,1,9,3,16,5,1,1,3,0,0,3,"A lot","Graduate degree",,Fly,Happy,Friend,"International aid"
2013,[2013],USA,MI,Female,17,[17],Right-Handed,180,24.5,165,1,Car,12,0.4,30,Basketball,845,1000,529,765,754,818,25,"Same length",85,90,"Ring finger",March,Summer,Yes,No,Breads/Sandwiches,Water,English,9,7,8,"Yes - broadband connection","In person",7,8,6,1,10,15,7,0,2,3,2,3,25,2,Some,"Graduate degree",Country,Telepathy,Healthy,Relative,Religious
2015,[2015],USA,CO,Female,17,[17],Right-Handed,160,20,157,1,Car,12,0,0,Swimming,200,500,300,800,800,500,19,"Right foot",,,,February,Winter,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,8,4,"Yes - broadband connection","In person",2,2,5,1,10,2,1,1,1,1,1,1,1,1,Some,Other,Gospel,Telepathy,Healthy,Relative,"Arts, culture, sports"
2015,[2015],USA,CA,Male,11,[11],Right-Handed,152,24,149,1,Car,5,0.327,37,"Football (American)",1000,1000,1000,1000,100,999,24,"Same length",70,80,"Ring finger",June,Summer,Yes,No,Other,Water,"Physical education",9,8,4,,"Text messaging",0,4,24,0,5,15,60,1,0,1,1,31,0,3,Some,"Graduate degree",Gospel,"Super strength",Happy,"Sports person",Health
2014,[2014],USA,IN,Male,16,[16],Right-Handed,177,28,182,1,Bus,10,0.299,33,Cycling,900,800,250,900,350,500,28,"Same length",94,94,"Same length",March,Summer,No,No,Meat,Milk,"Computers and technology",7,5,3,"Yes - broadband connection","In person",30,30,6,2,3,1,5,5,1,5,5,0,0,2,Some,"Graduate degree","Heavy metal","Freeze time",Happy,Relative,Other
2015,[2015],USA,CA,Female,17,[17],Right-Handed,168,24,151,2,Car,7,0.484,51,Other,500,200,700,250,900,950,25,"Left foot",90,85,"Index finger",July,Winter,Yes,No,Pizza/Pasta,Water,English,8,10,4,"Yes - other","Cell phone",30,0,8,2,15,13,5,1,10,15,10,5,5,1,"A lot","Graduate degree",Other,Fly,Healthy,Relative,"Education/Youth development"
2013,[2013],USA,FL,Male,17,[17],Right-Handed,166,25,167,1,Car,40,0.46,50,Soccer,492,492,492,492,786,786,25,"Same length",75,75,"Same length",June,Winter,Yes,No,Desserts,Water,"Mathematics and statistics",7,8,4,"Yes - broadband connection","Text messaging",200,250,2,0,8,5,6,0,1,1,3,2,0,1,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Happy,"Sports person",Health
2014,[2014],USA,CA,Female,16,[16],Right-Handed,170,36,157,2,Car,10,0.832,0,Swimming,500,600,900,900,950,950,35,"Right foot",80,90,"Ring finger",December,Winter,Yes,No,Fruit,Water,English,6,10,2,"Yes - broadband connection","Text messaging",5,8,6,1,10,10,5,0,3,2,8,1,15,8,"A lot","Graduate degree","Punk rock",Fly,Happy,"Religious figure",Religious
2015,[2015],USA,CA,Male,13,[13],Right-Handed,175,26,163,1,Car,10,0.42,42,Baseball/Softball,200,25,1000,99,0,0,26,"Same length",70,80,"Ring finger",June,Summer,Yes,No,"No favorite",Water,"Mathematics and statistics",8,11,2,"Yes - broadband connection","Text messaging",2,1,9,1,2,2,4,1,1,2,2,1,1,0,"A lot","Graduate degree","Rap/Hip hop","Super strength",Happy,Other,"Wildlife, animals"
2013,[2013],USA,MI,Female,17,[17],Right-Handed,152,22.86,152,1,Car,10,0.452,47,Other,733,829,519,321,652,674,25,"Left foot",76.2,76.2,"Same length",March,Fall,Yes,No,Pizza/Pasta,Other,English,6,12,2,"Yes - broadband connection","Text messaging",80,85,3,20,17,15,2,8,5,20,9,3,0,1,"A lot","Undergraduate degree","Rock and roll",Telepathy,Happy,Relative,"Education/Youth development"
2012,[2012],USA,VA,Male,16,[16],Right-Handed,170,17,168,1,Car,20,0,34,Other,500,500,500,500,1000,1000,18,"Left foot",,,,February,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Other,6,9,4,"Yes - other","Cell phone",100,102,0,0,20,15,2,1,20,0,5,20,0,0,"A lot","Graduate degree",Other,"Super strength",Happy,Relative,"Education/Youth development"
2010,[2010],USA,DC,Female,14,[14],Right-Handed,167,25,162,2,Car,30,0.25,42,Athletics,1000,200,997,,999,1000,26,"Left foot",80,80,"Same length",October,Spring,Yes,No,Seafood,Water,English,0,6,2,"Yes - broadband connection","Text messaging",236,235,99,21,2,7,0,1,7,99,28,1,5,1,"Very little",Other,Other,Telepathy,Happy,Friend,Health
